Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
95,Andre Iguodala,29,DEN,SG,80,80,34.7,5,11,0.451,1.1,3.6,0.317,3.8,7.4,0.515,0.502,1.9,3.4,0.574,1,4.3,5.3,5.4,1.7,0.7,2.6,1.6,13,DPOY-9
96,Jarrett Jack,29,GSW,SG,79,4,29.7,4.9,10.8,0.452,1,2.6,0.404,3.9,8.3,0.466,0.499,2.1,2.5,0.843,0.3,2.8,3.1,5.6,0.8,0.1,2,1.7,12.9,6MOY-3
97,Mo Williams,30,UTA,PG,46,46,30.8,5,11.6,0.43,1.3,3.3,0.383,3.7,8.2,0.449,0.485,1.6,1.8,0.882,0.5,1.9,2.4,6.2,1,0.2,2.7,2.3,12.9,
98,Jeff Green,26,BOS,PF,81,17,27.8,4.6,10,0.467,0.9,2.2,0.385,3.8,7.7,0.49,0.51,2.6,3.3,0.808,0.7,3.2,3.9,1.6,0.7,0.8,1.6,2.2,12.8,
99,Luis Scola,32,PHO,PF,82,67,26.6,5.3,11.2,0.472,0,0.2,0.188,5.2,11,0.477,0.474,2.2,2.8,0.787,1.9,4.7,6.6,2.2,0.8,0.4,1.5,3.1,12.8,
100,Andrea Bargnani,27,TOR,PF,35,25,28.7,4.9,12.2,0.399,1.1,3.5,0.309,3.8,8.7,0.436,0.444,1.9,2.2,0.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,
101,J.J. Hickson,24,POR,C,80,80,29,5.2,9.3,0.562,0,0,0,5.2,9.3,0.563,0.562,2.3,3.4,0.679,3.3,7,10.4,1.1,0.6,0.6,1.8,2,12.7,
102,Steve Nash,38,LAL,PG,50,50,32.5,4.7,9.5,0.497,1.1,2.6,0.438,3.6,6.9,0.519,0.557,2.1,2.3,0.922,0.5,2.3,2.8,6.7,0.6,0.1,2.5,1.4,12.7,
103,Marcus Thornton,25,SAC,SG,72,8,24,4.6,10.8,0.429,2,5.3,0.372,2.7,5.5,0.484,0.52,1.5,1.8,0.881,0.7,1.8,2.5,1.3,0.8,0.1,0.9,1.5,12.7,
104,Nenê,30,WAS,PF,61,49,27.2,4.7,9.7,0.48,0,0,0,4.7,9.7,0.481,0.48,3.2,4.4,0.729,1.7,5,6.7,2.9,0.9,0.6,2.3,2.8,12.6,
105,Andrei Kirilenko,31,MIN,SF,64,64,31.8,4.4,8.8,0.507,0.5,1.9,0.292,3.9,6.9,0.566,0.538,2.9,3.9,0.752,1.6,4.1,5.7,2.8,1.5,1,1.9,1.3,12.4,
106,Metta World Peace,33,LAL,SF,75,66,33.7,4.4,11,0.403,1.9,5.5,0.342,2.5,5.5,0.464,0.488,1.7,2.3,0.734,1.3,3.6,5,1.5,1.6,0.6,1.3,2.6,12.4,
107,Corey Brewer,26,DEN,SF,82,2,24.4,4.6,10.8,0.425,1.1,3.7,0.296,3.5,7,0.493,0.476,1.8,2.6,0.69,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9,12.1,6MOY-8
108,Shawn Marion,34,DAL,PF,67,67,30,5.3,10.3,0.514,0.3,1.1,0.315,5,9.2,0.538,0.531,1.2,1.5,0.782,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7,12.1,
109,Darren Collison,25,DAL,PG,81,47,29.3,4.2,8.9,0.471,0.6,1.7,0.353,3.6,7.3,0.498,0.504,3,3.4,0.88,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7,12,
110,Derrick Williams,21,MIN,PF,78,56,24.6,4.3,10.1,0.43,0.8,2.5,0.332,3.5,7.6,0.463,0.471,2.5,3.5,0.706,1.2,4.3,5.5,0.6,0.6,0.5,1.3,1.6,12,
111,Roy Hibbert,26,IND,C,79,79,28.7,4.9,10.9,0.448,0,0.1,0.25,4.9,10.8,0.449,0.449,2.1,2.8,0.741,3.7,4.6,8.3,1.4,0.5,2.6,2.1,3.5,11.9,DPOY-10
112,Kawhi Leonard,21,SAS,SF,58,57,31.2,4.5,9.1,0.494,1.1,3,0.374,3.4,6.1,0.554,0.556,1.8,2.2,0.825,1.1,4.9,6,1.6,1.7,0.6,1.1,1.7,11.9,
113,Joakim Noah,27,CHI,C,66,64,36.8,4.6,9.5,0.481,0,0.1,0,4.6,9.5,0.485,0.481,2.7,3.6,0.751,3.9,7.2,11.1,4,1.2,2.1,2.7,2.8,11.9,"MVP-12,DPOY-4,AS"
114,Manu Ginóbili,35,SAS,SG,60,0,23.2,3.8,9,0.425,1.4,3.9,0.353,2.4,5.1,0.48,0.502,2.7,3.4,0.796,0.5,2.9,3.4,4.6,1.3,0.2,2.2,1.9,11.8,6MOY-8
115,Tristan Thompson,21,CLE,PF,82,82,31.3,4.8,9.7,0.488,0,0,0,4.8,9.7,0.49,0.488,2.2,3.5,0.608,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9,11.7,
116,Jordan Crawford,24,2TM,SG,70,14,24.4,4.3,10.4,0.415,1.2,3.5,0.337,3.1,6.8,0.455,0.472,1.8,2.3,0.811,0.6,2.4,3,3.2,0.6,0.1,2,1.5,11.6,6MOY-7
117,Jordan Crawford,24,WAS,SG,43,12,26.2,4.9,11.8,0.415,1.4,4,0.345,3.5,7.8,0.451,0.473,2,2.5,0.821,0.7,2.4,3.1,3.7,0.6,0.1,2.3,1.4,13.2,
118,Jordan Crawford,24,BOS,SG,27,2,21.6,3.3,8,0.415,0.9,2.8,0.32,2.4,5.3,0.465,0.47,1.6,2,0.792,0.5,2.3,2.7,2.5,0.4,0.1,1.6,1.7,9.1,
119,Kyle Lowry,26,TOR,PG,68,52,29.7,3.7,9.2,0.401,1.5,4.1,0.362,2.2,5.1,0.433,0.482,2.8,3.5,0.795,0.8,3.9,4.7,6.4,1.4,0.4,2.3,3.2,11.6,
120,Kenneth Faried,23,DEN,PF,80,80,28.1,4.8,8.6,0.552,0,0,,4.8,8.6,0.552,0.552,2,3.3,0.613,3.3,5.9,9.2,1,1,1,1.4,2.9,11.5,DPOY-17
121,Luke Ridnour,31,MIN,SG,82,82,30.2,4.5,9.9,0.453,0.8,2.6,0.311,3.7,7.3,0.503,0.493,1.7,2,0.848,0.5,2,2.5,3.8,1,0.2,1.6,2.3,11.5,
122,Rodney Stuckey,26,DET,SG,76,24,28.6,4,9.8,0.406,0.7,2.4,0.302,3.3,7.4,0.44,0.443,2.8,3.6,0.783,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7,11.5,
123,Martell Webster,26,WAS,SF,76,62,28.9,3.7,8.4,0.442,1.8,4.3,0.422,1.9,4,0.463,0.551,2.2,2.6,0.848,0.7,3.2,3.9,1.9,0.6,0.2,1.2,2.2,11.4,
124,José Calderón,31,2TM,PG,73,58,29.6,4.3,8.7,0.491,1.8,3.9,0.461,2.5,4.8,0.516,0.594,1,1.1,0.9,0.3,2.1,2.4,7.1,0.8,0.1,1.7,1.4,11.3,
125,José Calderón,31,TOR,PG,45,30,28.3,4.2,8.8,0.47,1.8,4.1,0.429,2.4,4.8,0.505,0.569,1,1.2,0.904,0.3,2,2.4,7.4,0.6,0.1,1.7,1.3,11.1,
126,José Calderón,31,DET,PG,28,28,31.7,4.5,8.5,0.527,1.8,3.5,0.52,2.6,5,0.532,0.635,0.9,1,0.893,0.2,2.3,2.5,6.6,1.1,0.1,1.8,1.5,11.6,
127,J.J. Barea,28,MIN,PG,74,2,23.1,4.3,10.2,0.417,1.3,3.8,0.346,3,6.5,0.458,0.481,1.4,1.8,0.784,0.5,2.3,2.8,4,0.4,0,2,1.8,11.3,
128,Robin Lopez,24,NOH,C,82,82,26,4.7,8.8,0.534,0,0,,4.7,8.8,0.534,0.534,2,2.5,0.778,2.8,2.9,5.6,0.8,0.4,1.6,1.3,2,11.3,
129,Ben Gordon,29,CHA,SG,75,0,20.8,4.1,10.1,0.408,1.5,3.9,0.387,2.6,6.2,0.421,0.482,1.4,1.7,0.843,0.2,1.5,1.7,1.9,0.5,0.2,1.8,1.8,11.2,
130,C.J. Miles,25,CLE,SF,65,13,21,3.9,9.4,0.415,1.9,5,0.384,2,4.4,0.451,0.518,1.4,1.6,0.869,0.4,2.3,2.7,1,0.8,0.3,1.1,2.1,11.2,
131,Marcin Gortat,28,PHO,C,61,61,30.8,4.8,9.3,0.521,0,0,0,4.8,9.2,0.524,0.521,1.5,2.3,0.652,2.1,6.4,8.5,1.2,0.7,1.6,1.6,2.1,11.1,
132,Tobias Harris,20,2TM,SF,55,34,23.6,4.2,9.3,0.455,0.6,2,0.315,3.6,7.3,0.493,0.488,1.9,2.5,0.752,1.3,3.9,5.2,1.3,0.6,0.8,1.2,2.2,11,
133,Tobias Harris,20,MIL,SF,28,14,11.6,1.9,4.1,0.461,0.3,0.8,0.333,1.6,3.4,0.489,0.491,0.8,0.9,0.885,0.6,1.4,2,0.5,0.3,0.3,0.6,1.1,4.9,
134,Tobias Harris,20,ORL,PF,27,20,36.1,6.7,14.7,0.453,1,3.2,0.31,5.7,11.5,0.494,0.487,3,4.1,0.721,2.1,6.4,8.5,2.1,0.9,1.4,1.8,3.3,17.3,
135,Spencer Hawes,24,PHI,C,82,40,27.2,4.6,9.9,0.464,0.4,1.1,0.356,4.2,8.8,0.477,0.483,1.5,1.9,0.777,2.1,5.1,7.2,2.2,0.3,1.4,1.6,2.8,11,
136,Ray Allen,37,MIA,SG,79,0,25.8,3.7,8.2,0.449,1.8,4.2,0.419,1.9,4,0.48,0.555,1.8,2,0.886,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6,10.9,
137,Jared Dudley,27,PHO,SF,79,50,27.5,4,8.5,0.468,1.3,3.4,0.391,2.6,5,0.52,0.547,1.6,2.1,0.796,1,2.1,3.1,2.6,0.9,0.1,1.3,1.6,10.9,
138,Kyle Korver,31,ATL,SF,74,60,30.5,3.7,8.1,0.461,2.6,5.6,0.457,1.2,2.5,0.471,0.618,0.9,1.1,0.859,0.3,3.6,4,2,0.9,0.5,0.9,2.3,10.9,
139,Jason Thompson,26,SAC,PF,82,81,27.9,4.6,9.1,0.502,0,0,0,4.6,9,0.504,0.502,1.7,2.5,0.694,2.1,4.6,6.7,1,0.6,0.7,1.2,2.8,10.9,
140,Randy Foye,29,UTA,SG,82,72,27.4,3.6,9,0.397,2.2,5.3,0.41,1.4,3.7,0.378,0.518,1.4,1.8,0.819,0.2,1.3,1.5,2,0.8,0.3,1.1,2.3,10.8,
141,Carl Landry,29,GSW,PF,81,2,23.2,4,7.4,0.54,0,0,0.333,4,7.4,0.541,0.541,2.8,3.4,0.817,2.2,3.7,6,0.8,0.4,0.4,1.4,2.3,10.8,6MOY-8
142,Alan Anderson,30,TOR,SF,65,2,23,3.6,9.5,0.383,1.5,4.4,0.333,2.2,5.1,0.426,0.46,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2,10.7,
143,Ricky Rubio,22,MIN,PG,57,47,29.7,3.2,9,0.36,0.5,1.6,0.293,2.8,7.4,0.374,0.386,3.7,4.6,0.799,0.8,3.2,4,7.3,2.4,0.1,3,2.5,10.7,
144,Carlos Delfino,30,HOU,SF,67,5,25.2,3.7,9.3,0.405,2.4,6.3,0.375,1.4,3,0.467,0.532,0.7,0.8,0.857,0.3,3,3.3,2,1,0.1,1.1,1.7,10.6,
145,Byron Mullens,23,CHA,PF,53,41,26.9,4.1,10.6,0.385,1.2,3.9,0.317,2.8,6.7,0.425,0.444,1.2,1.9,0.646,1.3,5,6.4,1.5,0.6,0.6,1.4,2.1,10.6,
146,Nick Young,27,PHI,SG,59,17,23.9,3.8,9.2,0.413,1.3,3.6,0.357,2.5,5.6,0.449,0.482,1.8,2.2,0.82,0.4,1.8,2.2,1.4,0.6,0.2,0.8,1.4,10.6,
147,Shannon Brown,27,PHO,SG,59,22,23.8,4.1,9.7,0.42,0.7,2.4,0.277,3.4,7.3,0.467,0.454,1.7,2.1,0.784,0.7,1.8,2.5,1.8,1,0.3,1.3,1.6,10.5,
148,Mike Dunleavy,32,MIL,SF,75,3,25.9,3.7,8.3,0.442,1.7,4,0.428,2,4.3,0.455,0.545,1.4,1.7,0.82,0.4,3.5,3.9,1.9,0.5,0.5,1.2,1.8,10.5,
149,Danny Green,25,SAS,SG,80,80,27.5,3.7,8.3,0.448,2.2,5.2,0.429,1.5,3.1,0.48,0.581,0.8,1,0.848,0.5,2.6,3.1,1.8,1.2,0.7,1.2,1.6,10.5,
150,Chris Kaman,30,DAL,C,66,52,20.7,4.7,9.3,0.507,0,0,0,4.7,9.3,0.508,0.507,1,1.3,0.788,1.5,4.2,5.6,0.8,0.4,0.8,1.6,2.1,10.5,
151,Jason Richardson,32,PHI,SG,33,33,28.4,4.1,10.2,0.402,1.7,5.1,0.341,2.4,5.1,0.462,0.487,0.6,1,0.606,0.6,3.3,3.8,1.5,1.2,0.5,0.8,1.7,10.5,
152,Tayshaun Prince,32,2TM,SF,82,81,32.1,4.4,10,0.438,0.5,1.1,0.404,3.9,8.9,0.442,0.461,1.2,1.6,0.738,0.9,3.6,4.4,2.4,0.6,0.3,1.1,1,10.4,
153,Tayshaun Prince,32,DET,SF,45,45,32.4,4.8,10.8,0.444,0.5,1.2,0.434,4.3,9.6,0.445,0.468,1.6,2.1,0.796,1,3.7,4.6,2.5,0.5,0.3,1.2,1,11.7,
154,Tayshaun Prince,32,MEM,SF,37,36,31.7,3.9,9.1,0.429,0.4,1.1,0.366,3.5,8,0.437,0.451,0.6,1,0.595,0.8,3.4,4.2,2.3,0.7,0.3,0.9,1.1,8.8,
155,Patrick Patterson,23,2TM,PF,71,41,25,4.5,8.8,0.512,0.7,1.9,0.386,3.8,6.9,0.546,0.553,0.7,0.9,0.762,1.6,3.2,4.7,1.1,0.4,0.6,0.9,1.9,10.4,
156,Patrick Patterson,23,HOU,PF,47,38,25.9,5,9.7,0.519,0.7,2,0.365,4.3,7.6,0.56,0.557,0.8,1,0.755,1.6,3.1,4.7,1.1,0.4,0.6,0.9,1.9,11.6,
157,Patrick Patterson,23,SAC,PF,24,3,23.2,3.5,7,0.494,0.7,1.5,0.444,2.8,5.5,0.508,0.542,0.5,0.6,0.786,1.7,3.2,4.8,1.3,0.5,0.5,0.8,2,8,
158,Caron Butler,32,LAC,SF,78,78,24.1,3.9,9.2,0.424,1.6,4.2,0.388,2.3,5,0.454,0.513,1,1.2,0.833,0.5,2.3,2.9,1,0.7,0.1,0.9,1.8,10.4,
159,Tyson Chandler,30,NYK,C,66,66,32.8,3.9,6.1,0.638,0,0,,3.9,6.1,0.638,0.638,2.7,3.9,0.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,"DPOY-13,AS"
160,Matt Barnes,32,LAC,SF,80,4,25.7,3.9,8.4,0.462,1.4,4.1,0.342,2.5,4.4,0.574,0.544,1.1,1.5,0.744,1.4,3.2,4.6,1.5,1,0.8,1.1,2.9,10.3,
161,Andray Blatche,26,BRK,C,82,8,19,4.2,8.2,0.512,0,0.3,0.136,4.2,8,0.524,0.514,1.8,2.6,0.685,2,3.1,5.1,1,1,0.7,1.5,2,10.3,
162,Alonzo Gee,25,CLE,SF,82,82,31,3.7,9.1,0.41,0.8,2.7,0.315,2.9,6.4,0.45,0.456,2,2.5,0.795,0.9,3,3.9,1.6,1.3,0.4,1.6,2.4,10.3,
163,Tiago Splitter,28,SAS,PF,81,58,24.7,3.9,7,0.56,0,0,0,3.9,6.9,0.561,0.56,2.6,3.5,0.73,1.8,4.6,6.4,1.6,0.8,0.8,1.2,2,10.3,
164,Ömer Aşık,26,HOU,C,82,82,30,4,7.5,0.541,0,0,0,4,7.5,0.542,0.541,2,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,
165,Michael Beasley,24,PHO,SF,75,20,20.7,4.1,10.2,0.405,0.6,1.9,0.313,3.5,8.3,0.426,0.434,1.3,1.7,0.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,1.4,10.1,
166,Jason Terry,35,BOS,SG,79,24,26.9,3.6,8.2,0.434,1.6,4.2,0.372,2,4,0.498,0.529,1.4,1.7,0.87,0.2,1.8,2,2.5,0.8,0.1,1.3,1.4,10.1,
167,Amir Johnson,25,TOR,PF,81,38,28.7,4.1,7.5,0.554,0.1,0.2,0.385,4.1,7.3,0.558,0.559,1.7,2.3,0.727,2.8,4.7,7.5,1.5,1,1.4,1.4,3.7,10,
168,Devin Harris,29,ATL,SG,58,34,24.5,3.3,7.6,0.438,1.3,4,0.335,2,3.7,0.549,0.525,1.9,2.7,0.727,0.1,1.9,2,3.4,1.1,0.2,1.5,1.8,9.9,
169,Will Bynum,30,DET,PG,65,0,18.8,3.9,8.3,0.469,0.4,1.2,0.316,3.5,7.1,0.494,0.491,1.6,2,0.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2,9.8,
170,Richard Hamilton,34,CHI,SG,50,45,21.8,4.1,9.5,0.429,0.3,1,0.308,3.8,8.5,0.444,0.446,1.3,1.5,0.857,0.3,1.3,1.7,2.4,0.5,0.1,1.7,1.9,9.8,
171,Larry Sanders,24,MIL,C,71,55,27.3,4.3,8.5,0.506,0,0,0,4.3,8.5,0.507,0.506,1.2,1.9,0.618,3.2,6.3,9.5,1.2,0.7,2.8,1.2,3.3,9.8,DPOY-7
172,Emeka Okafor,30,WAS,C,79,77,26,4.2,8.7,0.477,0,0,,4.2,8.7,0.477,0.477,1.4,2.4,0.571,2.5,6.2,8.8,1.2,0.6,1,1.4,1.8,9.7,
173,Marco Belinelli,26,CHI,SG,73,27,25.8,3.3,8.4,0.395,1.1,3,0.357,2.2,5.3,0.416,0.46,1.9,2.3,0.839,0.2,1.7,1.9,2,0.6,0.1,1.1,1.9,9.6,
174,Andre Miller,36,DEN,PG,82,11,26.2,3.7,7.7,0.479,0.2,0.8,0.266,3.5,6.9,0.504,0.493,2,2.4,0.84,0.7,2.2,2.9,5.9,0.9,0.1,2.1,1.9,9.6,6MOY-6
175,Trevor Ariza,27,WAS,SF,56,15,26.3,3.4,8.1,0.417,1.4,3.7,0.364,2,4.3,0.463,0.501,1.4,1.7,0.821,0.8,4,4.8,2,1.3,0.4,1.5,1.3,9.5,DPOY-17
176,Gary Neal,28,SAS,SG,68,17,21.8,3.6,8.8,0.412,1.3,3.7,0.355,2.3,5.1,0.454,0.487,0.9,1.1,0.865,0.2,1.9,2.1,1.9,0.4,0,1,1.4,9.5,
177,Chase Budinger,24,MIN,SF,23,1,22.1,3.4,8.3,0.414,1.1,3.5,0.321,2.3,4.8,0.482,0.482,1.4,1.8,0.762,0.7,2.4,3.1,1.1,0.6,0.3,1,1.3,9.4,
178,Derrick Favors,21,UTA,PF,77,8,23.2,3.6,7.4,0.482,0,0.1,0,3.6,7.3,0.487,0.482,2.3,3.4,0.688,2.4,4.7,7.1,1,0.9,1.7,1.7,3.2,9.4,
179,Antawn Jamison,36,LAL,PF,76,6,21.5,3.5,7.6,0.464,1.1,3.1,0.361,2.4,4.5,0.535,0.537,1.2,1.8,0.691,1.4,3.3,4.8,0.7,0.4,0.3,0.7,1.6,9.4,
180,Harrison Barnes,20,GSW,SF,81,81,25.4,3.4,7.8,0.439,0.6,1.8,0.359,2.8,6,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,ROY-6
181,Avery Bradley,22,BOS,PG,50,50,28.7,3.8,9.6,0.402,0.8,2.5,0.317,3,7,0.432,0.444,0.7,1,0.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2,DPOY-12
182,Dorell Wright,27,PHI,SF,79,8,22.6,3,7.6,0.396,1.7,4.6,0.374,1.3,3,0.429,0.508,1.5,1.8,0.851,0.5,3.3,3.8,1.9,0.8,0.4,0.8,1.2,9.2,
183,JaVale McGee,25,DEN,C,79,0,18.1,3.8,6.7,0.575,0,0,1,3.8,6.7,0.574,0.576,1.4,2.4,0.591,2,2.8,4.8,0.3,0.4,2,1.1,2.3,9.1,
184,Kevin Séraphin,23,WAS,C,79,8,21.8,4.2,9.1,0.461,0,0,,4.2,9.1,0.461,0.461,0.8,1.1,0.693,1.4,3,4.4,0.7,0.3,0.7,1.6,2.7,9.1,
185,Michael Kidd-Gilchrist,19,CHA,SF,78,77,26,3.6,7.9,0.458,0,0.1,0.222,3.6,7.7,0.462,0.46,1.8,2.4,0.749,1.7,4.2,5.8,1.5,0.7,0.9,1.3,2.1,9,ROY-8
186,Tony Allen,31,MEM,SG,79,79,26.7,3.6,8.1,0.445,0,0.3,0.125,3.6,7.8,0.458,0.447,1.7,2.4,0.717,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,DPOY-5
187,Jonas Valančiūnas,20,TOR,C,62,57,23.9,3.3,5.9,0.557,0,0,,3.3,5.9,0.557,0.557,2.4,3,0.789,2,4,6,0.7,0.3,1.3,1.5,3,8.9,ROY-9
188,DeAndre Jordan,24,LAC,C,82,82,24.5,3.8,6,0.643,0,0,,3.8,6,0.643,0.643,1.2,3,0.386,2.6,4.7,7.2,0.3,0.6,1.4,1.2,2.3,8.8,
189,John Salmons,33,SAC,SF,76,72,30,3.2,8.1,0.399,1.3,3.5,0.371,1.9,4.5,0.42,0.48,1.1,1.4,0.773,0.4,2.3,2.7,3,0.7,0.3,1.1,1.9,8.8,
190,Kyle Singler,24,DET,SF,82,74,28,3.4,7.8,0.428,0.9,2.4,0.35,2.5,5.4,0.464,0.483,1.2,1.5,0.806,1.3,2.7,4,0.9,0.7,0.5,1.2,2.6,8.8,
191,Lance Stephenson,22,IND,SG,78,72,29.2,3.5,7.7,0.46,0.8,2.4,0.33,2.7,5.3,0.52,0.512,1,1.5,0.652,0.6,3.3,3.9,2.9,1,0.2,1.4,2.1,8.8,
192,Brandon Bass,27,BOS,PF,81,69,27.6,3.5,7.3,0.486,0,0,0,3.5,7.2,0.487,0.486,1.6,1.9,0.86,1.6,3.7,5.2,1,0.5,0.8,1,2.3,8.7,
